DATE,AED,AUD,BDT,BHD,CAD,CHF,CNY,DKK,EUR,GBP,HKD,JPY,KES,KRW,KWD,MYR,NOK,NZD,OMR,PKR,QAR,SAR,SEK,SGD,THB,TRY,USD,ZAR
2021-06-29,19.71,55.31,0.0,192.0,59.44,79.58,0.0,11.75,87.44,101.84,9.45,66.34,,0.0,240.1,0.0,8.59,51.51,188.05,0.0,19.74,19.3,8.61,54.64,0.0,0.0,73.85,5.07
2021-06-30,19.71,55.06,0.0,192.04,59.2,79.49,0.0,11.74,87.33,101.73,9.45,66.39,,0.0,240.13,0.0,8.58,51.33,188.05,0.0,19.51,19.3,8.61,54.62,0.0,0.0,73.85,5.05
2021-07-01,19.75,54.95,0.0,192.21,59.32,79.27,0.0,11.72,87.14,101.71,9.47,66.16,,0.0,240.47,0.0,8.54,51.36,188.29,0.0,19.57,19.34,8.6,54.67,0.0,0.0,74.0,5.08
2021-07-02,19.8,54.91,0.0,192.95,59.31,79.44,0.0,11.74,87.3,101.62,9.49,66.06,,0.0,241.17,0.0,8.55,51.31,188.94,0.0,19.62,19.4,8.6,54.66,0.0,0.0,74.2,5.02
2021-07-05,19.78,55.17,0.0,192.69,59.64,79.68,0.0,11.73,87.25,101.85,9.48,66.22,,0.0,240.84,0.0,8.55,51.61,188.69,0.0,19.81,19.37,8.61,54.71,0.0,0.0,74.1,5.1
2021-07-06,19.79,55.69,0.0,192.78,59.61,79.56,0.0,11.72,87.2,102.07,9.49,66.46,,0.0,241.14,0.0,8.57,52.13,188.82,0.0,19.82,19.38,8.61,54.82,0.0,0.0,74.15,5.1
2021-07-08,19.86,55.06,0.0,193.27,59.05,79.74,0.0,11.73,87.16,102.0,9.52,66.85,,0.0,241.87,0.0,8.45,51.63,189.31,0.0,19.71,19.45,8.57,54.73,0.0,0.0,74.4,5.08
2021-07-12,19.78,54.87,0.0,192.69,59.02,80.33,0.0,11.74,87.36,102.33,9.48,66.82,,0.0,241.63,0.0,8.47,51.31,188.69,0.0,19.95,19.37,8.58,54.51,0.0,0.0,74.1,5.08
2021-07-14,19.79,54.8,0.0,192.61,58.9,80.08,0.0,11.67,86.83,101.88,9.49,66.66,,0.0,241.38,0.0,8.4,51.61,188.66,0.0,19.63,19.38,8.52,54.4,0.0,0.0,74.15,4.93
2021-07-15,19.78,54.8,0.0,192.69,58.72,80.37,0.0,11.72,87.1,101.96,9.48,66.99,,0.0,241.22,0.0,8.41,51.57,188.69,0.0,19.59,19.37,8.53,54.45,0.0,0.0,74.1,5.01
2021-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,19.84,54.42,0.0,193.34,58.45,80.2,0.0,11.73,87.21,101.71,9.51,67.15,,0.0,242.09,0.0,8.33,51.64,189.33,0.0,19.87,19.43,8.51,54.45,0.0,0.0,74.35,5.04
2021-07-20,19.88,54.05,0.0,193.73,58.02,80.5,0.0,11.73,87.28,101.28,9.53,67.6,,0.0,242.57,0.0,8.26,51.22,189.71,0.0,20.05,19.47,8.52,54.28,0.0,0.0,74.5,5.02
2021-07-22,19.76,53.98,0.0,192.56,58.51,80.05,0.0,11.67,86.79,100.97,9.47,66.78,,0.0,241.19,0.0,8.29,51.13,188.56,0.0,19.93,19.35,8.47,54.07,0.0,0.0,74.05,4.98
2021-07-23,19.78,54.17,0.0,192.69,58.58,79.89,188.69,11.65,86.66,101.41,9.47,66.74,4.93,,241.43,0.0,8.33,51.31,19.95,0.0,0.0,19.37,8.48,54.19,0.0,,74.1,0.0
2021-07-26,19.77,53.97,0.0,192.43,58.54,79.96,0.0,11.66,86.67,101.3,9.47,66.67,,0.0,241.13,0.0,8.3,51.23,188.5,0.0,19.94,19.36,8.48,54.15,0.0,0.0,74.08,4.89
2021-08-18,19.73,53.23,0.0,192.25,58.26,80.18,0.0,11.58,86.05,101.14,9.43,66.97,,0.0,240.64,0.0,8.25,50.94,188.11,0.0,19.58,19.33,8.39,54.04,0.0,0.0,73.93,4.88
2021-08-20,19.74,52.37,0.0,192.35,57.19,80.01,0.0,11.55,85.88,100.27,9.43,66.93,,0.0,240.53,0.0,8.13,50.23,188.36,0.0,19.91,19.34,8.36,53.95,0.0,0.0,73.97,4.77
2021-08-23,19.71,52.41,0.0,192.09,57.46,79.99,0.0,11.57,86.02,100.28,9.42,66.77,,0.0,240.2,0.0,8.18,50.19,187.95,0.0,19.74,19.31,8.36,54.02,0.0,0.0,73.87,4.76
2021-08-24,19.68,52.72,0.0,191.73,57.9,80.1,0.0,11.57,86.01,100.6,9.4,66.7,,0.0,239.91,0.0,8.22,50.47,187.6,0.0,19.51,19.27,8.41,54.03,0.0,0.0,73.73,4.77
2021-08-25,19.69,52.94,0.0,191.86,58.12,79.98,0.0,11.57,86.03,100.64,9.42,66.75,,0.0,240.05,0.0,8.29,50.83,187.72,0.0,19.63,19.28,8.42,54.15,0.0,0.0,73.78,4.8
2021-08-26,19.7,53.11,0.0,191.96,58.1,80.02,0.0,11.61,86.26,100.95,9.42,66.68,,0.0,240.2,0.0,8.32,51.01,187.82,0.0,19.87,19.3,8.44,54.22,0.0,0.0,73.82,4.83
2021-08-27,19.69,52.94,0.0,191.86,57.82,79.85,0.0,11.59,86.21,100.53,9.41,66.62,,0.0,240.07,0.0,8.29,50.83,187.87,0.0,19.86,19.28,8.43,54.25,0.0,0.0,73.78,4.84
2021-08-31,19.44,52.74,0.0,189.44,57.41,78.93,0.0,11.51,85.53,99.8,9.3,65.86,,0.0,237.16,0.0,8.36,50.85,185.36,0.0,19.29,19.04,8.4,53.88,0.0,0.0,72.85,4.87
2021-09-02,19.39,53.03,0.0,188.89,57.17,78.7,0.0,11.49,85.42,99.52,9.28,65.58,,0.0,236.55,0.0,8.3,50.96,184.83,0.0,19.29,18.99,8.38,53.71,0.0,0.0,72.64,4.94
2021-09-03,19.4,53.35,0.0,189.0,57.52,78.83,0.0,11.54,85.8,100.01,9.29,65.63,,0.0,236.65,0.0,8.35,51.35,185.07,0.0,19.25,19.0,8.43,53.82,0.0,0.0,72.68,4.93
2021-09-09,19.57,53.47,0.0,190.65,57.37,79.0,0.0,11.58,86.15,100.42,9.37,66.11,,0.0,239.07,0.0,8.36,51.64,186.78,0.0,19.75,19.17,8.45,54.17,0.0,0.0,73.35,5.06
2021-09-13,19.54,53.38,0.0,190.43,57.4,79.03,0.0,11.55,85.89,100.79,9.35,66.14,,0.0,238.64,0.0,8.4,51.69,186.45,0.0,19.71,19.14,8.43,54.24,0.0,0.0,73.22,5.05
2021-09-17,19.51,52.85,0.0,190.09,57.31,78.22,0.0,11.49,85.49,100.29,9.33,66.09,,0.0,237.94,0.0,8.42,51.32,186.14,0.0,19.68,19.1,8.43,54.01,0.0,0.0,73.1,4.91
2021-09-20,19.59,52.59,0.0,190.87,56.99,78.09,0.0,11.49,85.4,100.04,9.37,66.31,,0.0,238.83,0.0,8.35,51.16,186.77,0.0,19.76,19.19,8.38,54.01,0.0,0.0,73.4,4.85
2021-09-21,19.54,52.74,0.0,190.35,56.94,78.29,0.0,11.47,85.35,99.52,9.34,66.32,,0.0,238.09,0.0,8.37,51.06,186.26,0.0,19.7,19.14,8.4,53.88,0.0,0.0,73.2,4.86
2021-09-22,19.56,52.59,0.0,190.61,56.91,78.61,0.0,11.48,85.36,99.5,9.35,66.49,,0.0,238.43,0.0,8.41,51.02,186.52,0.0,19.48,19.16,8.39,53.88,0.0,0.0,73.3,4.85
2021-09-23,19.59,52.66,0.0,190.87,57.19,78.63,0.0,11.49,85.36,99.57,9.37,66.38,,0.0,238.76,0.0,8.43,51.01,186.77,0.0,19.76,19.18,8.4,54.01,0.0,0.0,73.4,4.85
2021-09-27,19.57,52.86,0.0,190.68,57.66,78.59,0.0,11.48,85.38,99.72,9.36,65.86,,0.0,238.73,0.0,8.51,51.07,186.57,0.0,19.74,19.16,8.44,53.91,0.0,0.0,73.32,4.82
2021-09-29,19.69,52.98,0.0,191.88,57.81,78.75,0.0,11.52,85.63,99.4,9.42,65.77,,0.0,239.68,0.0,8.47,50.88,187.76,0.0,19.86,19.29,8.4,54.04,0.0,0.0,73.79,4.79
2021-09-30,19.71,52.73,0.0,192.04,57.63,78.48,0.0,11.45,85.15,98.81,9.42,65.55,,0.0,239.71,0.0,8.38,50.44,187.92,0.0,19.69,19.3,8.34,53.94,0.0,0.0,73.85,4.78
2021-10-01,19.72,52.84,0.0,192.17,57.73,78.66,0.0,11.43,84.99,98.88,9.43,66.02,,0.0,239.86,0.0,8.38,50.58,188.18,0.0,19.89,19.31,8.38,54.02,0.0,0.0,73.9,4.79
2021-10-04,19.69,53.07,0.0,191.8,58.03,78.59,0.0,11.43,84.93,99.28,9.41,65.97,,0.0,239.85,0.0,8.49,50.82,187.82,0.0,19.71,19.28,8.37,54.04,0.0,0.0,73.76,4.84
2021-10-05,19.8,53.42,0.0,192.95,58.45,79.44,0.0,11.49,85.52,100.32,9.47,66.29,,0.0,240.98,0.0,8.59,51.12,188.81,0.0,19.97,19.4,8.43,54.32,0.0,0.0,74.2,4.82
2021-10-06,19.8,53.41,0.0,192.9,58.52,79.21,0.0,11.49,85.46,100.44,9.47,66.0,,0.0,241.05,0.0,8.63,51.04,188.89,0.0,19.97,19.39,8.43,54.34,0.0,0.0,74.18,4.83
2021-10-07,19.86,53.68,0.0,193.47,58.74,79.53,0.0,11.48,85.41,100.51,9.5,66.32,,0.0,241.61,0.0,8.62,51.11,189.32,0.0,19.81,19.45,8.41,54.47,0.0,0.0,74.4,4.86
2021-10-08,19.79,53.68,0.0,192.82,58.71,79.09,0.0,11.44,85.09,100.36,9.46,65.85,,0.0,240.71,0.0,8.59,51.02,188.82,0.0,19.82,19.38,8.39,54.28,0.0,0.0,74.15,4.85
2021-10-11,19.99,54.49,0.0,194.76,59.78,80.19,0.0,11.58,86.1,101.64,9.56,65.91,,0.0,243.16,0.0,8.72,51.68,190.71,0.0,20.02,19.58,8.51,55.03,0.0,0.0,74.9,4.91
2021-10-12,19.96,54.49,0.0,194.49,59.55,79.96,0.0,11.55,85.91,101.17,9.55,65.6,,0.0,242.63,0.0,8.66,51.57,190.34,0.0,20.0,19.55,8.48,54.86,0.0,0.0,74.8,4.86
2021-10-13,20.01,54.51,0.0,194.98,59.82,80.02,0.0,11.57,86.04,101.52,9.57,65.65,,0.0,243.2,0.0,8.72,51.62,190.93,0.0,20.04,19.6,8.5,55.03,0.0,0.0,74.98,4.91
2021-10-14,19.98,54.85,0.0,194.72,59.86,80.43,0.0,11.59,86.26,101.8,9.56,65.52,,0.0,242.92,0.0,8.77,51.89,190.67,0.0,20.01,19.57,8.57,55.18,0.0,0.0,74.88,4.96
2021-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,19.95,55.5,0.0,194.38,60.16,80.2,0.0,11.63,86.45,102.67,9.55,64.85,,0.0,242.65,0.0,8.9,53.22,190.34,0.0,20.12,19.54,8.62,55.33,0.0,0.0,74.75,5.05
2021-10-21,19.88,55.52,0.0,193.68,60.11,80.43,0.0,11.6,86.25,102.37,9.52,64.84,,0.0,241.83,0.0,8.92,53.22,189.66,0.0,19.95,19.47,8.63,55.15,0.0,0.0,74.48,5.06
2021-10-22,19.87,55.17,0.0,193.6,59.9,80.44,0.0,11.56,85.99,102.15,9.51,64.85,,0.0,241.84,0.0,8.85,52.93,189.58,0.0,19.87,19.46,8.6,55.01,0.0,0.0,74.45,4.98
2021-10-25,19.9,55.32,0.0,193.86,60.0,80.81,0.0,11.61,86.4,102.17,9.53,65.19,,0.0,242.14,0.0,8.9,53.04,189.7,0.0,20.07,19.49,8.65,55.14,0.0,0.0,74.55,4.94
2021-10-26,19.92,55.61,0.0,194.12,59.94,80.44,0.0,11.56,86.03,102.2,9.54,65.1,,0.0,242.35,0.0,8.89,53.19,190.09,0.0,19.94,19.51,8.62,55.11,0.0,0.0,74.65,4.98
2021-10-27,19.91,55.61,0.0,193.99,59.82,80.43,0.0,11.56,85.98,102.16,9.53,65.01,,0.0,242.13,0.0,8.87,53.04,189.82,0.0,20.08,19.5,8.61,55.01,0.0,0.0,74.6,4.93
2021-10-28,19.88,55.43,0.0,193.73,59.82,80.45,0.0,11.55,85.9,101.84,9.52,65.13,,0.0,241.85,0.0,8.78,53.08,189.71,0.0,20.05,19.47,8.63,54.96,0.0,0.0,74.5,4.84
2021-10-29,19.86,55.69,0.0,193.47,59.86,80.91,0.0,11.61,86.3,102.08,9.5,65.05,,0.0,241.58,0.0,8.86,53.08,189.45,0.0,20.03,19.44,8.69,55.03,0.0,0.0,74.4,4.82
2021-11-01,19.9,55.47,0.0,193.86,59.81,80.64,0.0,11.5,85.55,101.39,9.52,64.82,,0.0,241.81,0.0,8.77,53.04,189.7,0.0,19.97,19.49,8.61,54.92,0.0,0.0,74.55,4.79
2021-11-02,19.87,55.39,0.0,193.6,59.73,81.14,0.0,11.53,85.77,101.07,9.51,64.9,,0.0,241.58,0.0,8.78,53.01,189.58,0.0,20.04,19.46,8.68,54.94,0.0,0.0,74.45,4.72
2021-11-03,19.81,54.72,0.0,193.08,59.4,80.58,0.0,11.48,85.42,100.65,9.48,64.81,,0.0,240.94,0.0,8.65,52.49,189.07,0.0,19.99,19.41,8.6,54.74,0.0,0.0,74.25,4.72
2021-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-08,19.66,54.02,0.0,191.49,58.78,79.92,0.0,11.37,84.55,98.73,9.4,64.42,,0.0,238.95,0.0,8.56,52.22,187.52,0.0,19.83,19.25,8.53,54.25,0.0,0.0,73.65,4.81
2021-11-09,19.63,53.91,0.0,191.26,58.68,79.95,0.0,11.39,84.66,99.15,9.38,64.76,,0.0,238.66,0.0,8.59,52.18,187.29,0.0,19.8,19.23,8.52,54.28,0.0,0.0,73.55,4.83
2021-11-10,19.68,53.8,0.0,191.78,58.88,80.16,0.0,11.41,84.85,99.42,9.41,64.91,,0.0,239.37,0.0,8.6,51.99,187.66,0.0,19.85,19.28,8.53,54.41,0.0,0.0,73.75,4.79
2021-11-11,19.76,53.58,0.0,192.56,58.82,79.97,0.0,11.36,84.42,98.71,9.44,64.52,,0.0,239.99,0.0,8.51,51.76,188.42,0.0,19.93,19.36,8.45,54.33,0.0,0.0,74.05,4.69
2021-11-12,19.74,53.41,0.0,192.38,58.37,79.55,0.0,11.31,84.04,98.28,9.43,64.32,,0.0,239.74,0.0,8.46,51.42,188.38,0.0,19.91,19.34,8.44,54.26,0.0,0.0,73.98,4.74
2021-11-15,19.74,53.82,0.0,192.38,58.64,79.81,0.0,11.33,84.19,98.76,9.43,64.54,,0.0,239.7,0.0,8.46,51.75,188.38,0.0,19.84,19.34,8.41,54.4,0.0,0.0,73.98,4.73
2021-11-16,19.76,54.02,0.0,192.56,58.84,79.5,0.0,11.26,83.71,98.89,9.45,64.43,,0.0,239.95,0.0,8.47,51.87,188.43,0.0,19.93,19.36,8.37,54.45,0.0,0.0,74.05,4.78
2021-11-18,19.7,53.17,0.0,191.91,58.11,78.89,0.0,11.17,83.03,99.04,9.41,64.26,,0.0,238.9,0.0,8.38,51.48,187.8,0.0,19.74,19.29,8.28,54.11,0.0,0.0,73.8,4.67
2021-11-22,19.73,53.07,0.0,192.22,58.11,78.89,0.0,11.13,82.75,98.76,9.43,64.33,,0.0,239.19,0.0,8.24,51.3,188.1,0.0,19.76,19.32,8.21,53.98,0.0,0.0,73.92,4.6
2021-11-24,19.78,52.92,0.0,192.74,58.04,78.68,0.0,11.13,82.72,98.54,9.45,63.99,,0.0,239.56,0.0,8.27,50.81,188.58,0.0,19.95,19.37,8.15,53.93,0.0,0.0,74.12,4.58
2021-11-26,19.8,52.5,0.0,192.93,57.99,78.85,0.0,11.12,82.7,98.17,9.46,64.28,,0.0,240.0,0.0,8.18,50.23,188.94,0.0,19.97,19.39,8.08,53.83,0.0,0.0,74.2,4.48
2021-11-29,19.88,52.75,0.0,193.71,58.11,79.85,0.0,11.23,83.48,98.79,9.49,65.09,,0.0,241.01,0.0,8.21,50.51,189.7,0.0,19.94,19.47,8.12,54.06,0.0,0.0,74.5,4.52
2021-12-01,19.9,52.88,0.0,193.92,58.15,80.32,0.0,11.29,83.9,98.71,9.51,65.31,,0.0,241.59,0.0,8.21,50.71,189.91,0.0,20.08,19.49,8.22,54.38,0.0,0.0,74.58,4.62
2021-12-03,19.91,52.26,0.0,193.97,57.83,80.34,0.0,11.26,83.66,98.55,9.51,65.47,,0.0,241.78,0.0,8.14,50.24,189.96,0.0,19.93,19.5,8.18,54.16,0.0,0.0,74.6,4.58
2021-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-06,19.96,52.02,0.0,194.49,57.96,80.6,0.0,11.29,83.89,98.44,9.53,65.75,,0.0,242.34,0.0,8.11,50.15,190.47,0.0,20.14,19.55,8.12,54.34,0.0,0.0,74.8,4.57
2021-12-07,19.99,52.44,0.0,194.8,58.42,80.34,0.0,11.31,84.02,98.97,9.54,65.54,,0.0,242.49,0.0,8.2,50.23,190.77,0.0,20.17,19.58,8.2,54.47,0.0,0.0,74.92,4.61
2021-12-08,20.0,52.99,0.0,194.88,58.92,80.46,0.0,11.31,84.06,98.82,9.55,65.61,,0.0,242.34,0.0,8.28,50.55,190.85,0.0,20.18,19.59,8.2,54.63,0.0,0.0,74.95,4.64
2021-12-09,20.03,53.29,0.0,195.14,58.91,80.83,0.0,11.37,84.51,98.54,9.56,65.59,,0.0,242.62,0.0,8.4,50.73,191.1,0.0,20.2,19.61,8.25,54.74,0.0,0.0,75.05,4.67
2021-12-10,20.07,53.32,0.0,195.53,58.84,80.69,0.0,11.36,84.37,98.93,9.58,65.79,,0.0,243.15,0.0,8.32,50.76,191.48,0.0,20.24,19.65,8.26,54.75,0.0,0.0,75.2,4.61
2021-12-14,20.14,53.08,0.0,196.19,58.47,81.04,0.0,11.37,84.5,98.95,9.61,65.99,,0.0,243.8,0.0,8.28,50.48,191.97,0.0,20.17,19.72,8.24,54.81,0.0,0.0,75.45,4.61
2021-12-16,20.24,53.78,0.0,197.22,58.66,81.38,0.0,11.44,85.03,99.97,9.66,66.03,,0.0,244.81,0.0,8.36,50.93,193.14,0.0,20.42,19.82,8.3,55.2,0.0,0.0,75.85,4.64
2021-12-17,20.23,53.77,0.0,197.07,58.82,81.8,0.0,11.47,85.3,100.38,9.65,66.31,,0.0,244.73,0.0,8.37,50.97,192.99,0.0,20.4,19.8,8.34,55.2,0.0,0.0,75.79,4.65
2021-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-20,20.21,53.38,0.0,196.87,58.33,81.28,0.0,11.38,84.57,99.56,9.64,66.24,,0.0,244.68,0.0,8.3,50.5,192.79,0.0,20.24,19.79,8.22,55.06,0.0,0.0,75.71,4.66
2021-12-21,20.11,53.08,0.0,195.93,57.94,81.11,0.0,11.37,84.43,98.97,9.6,65.87,,0.0,243.43,0.0,8.28,50.26,191.87,0.0,20.14,19.68,8.19,54.86,0.0,0.0,75.35,4.67
2021-12-22,20.06,53.09,0.0,195.4,57.85,80.68,0.0,11.33,84.17,99.05,9.57,65.43,,0.0,242.95,0.0,8.34,50.31,191.36,0.0,20.23,19.62,8.17,54.73,0.0,0.0,75.15,4.64
2021-12-23,20.03,53.59,0.0,195.14,58.07,80.96,0.0,11.37,84.54,99.63,9.56,65.33,,0.0,242.69,0.0,8.41,50.7,191.1,0.0,20.2,19.6,8.22,54.82,0.0,0.0,75.05,4.68
2021-12-24,19.94,53.54,0.0,194.28,57.9,80.73,0.0,11.31,84.1,99.6,9.52,64.93,,0.0,241.76,0.0,8.41,50.51,190.26,0.0,20.11,19.51,8.17,54.7,0.0,0.0,74.72,4.67
2021-12-27,19.94,53.61,0.0,194.28,57.99,80.6,0.0,11.31,84.06,99.64,9.52,64.87,,0.0,241.76,0.0,8.4,50.59,190.26,0.0,20.11,19.51,8.15,54.78,0.0,0.0,74.72,4.71
2021-12-29,19.84,53.27,0.0,193.32,57.66,80.38,0.0,11.24,83.5,99.33,9.47,64.32,,0.0,240.58,0.0,8.39,50.26,189.2,0.0,20.01,19.4,8.16,54.59,0.0,0.0,74.35,4.62
2021-12-30,19.79,53.31,0.0,192.8,57.59,80.34,0.0,11.23,83.49,99.44,9.45,64.04,,0.0,240.16,0.0,8.38,50.35,188.81,0.0,19.96,19.36,8.16,54.54,0.0,0.0,74.15,4.56
2021-12-31,19.76,53.2,0.0,192.54,57.74,80.31,0.0,11.2,83.23,99.41,9.44,63.92,,0.0,239.67,0.0,8.35,50.13,188.56,0.0,19.93,19.33,8.14,54.49,0.0,0.0,74.05,4.55
